EXP to Level:,Mortal:,Immortal:,Godly:,Being:,Common Increase,,Enemy EXP:,Tier-1:,"1,500",Tier-2:,"3,000",Tier-3:,"4,500",Boss-Tier:,"10,000",Increase:,123,246,369,"20,910"
,"15,852,000","15,852,500","15,853,500","15,854,500","62,875",,,,,,"31,308,960",,"46,963,440",,"2,661,016,600",,"62,115","124,230","186,345","10,559,550"
,"15,915,000","15,915,500","15,916,500","15,917,500","63,000",,,,,,"31,433,190",,"47,149,785",,"2,671,576,150",,"62,238","124,476","186,714","10,580,460"
,"15,978,125","15,978,625","15,979,625","15,980,625","63,125",,,,,,"31,557,666",,"47,336,499",,"2,682,156,610",,"62,361","124,722","187,083","10,601,370"
,"16,041,375","16,041,875","16,042,875","16,043,875","63,250",,,,,,"31,682,388",,"47,523,582",,"2,692,757,980",,"62,484","124,968","187,452","10,622,280"
,"16,104,750","16,105,250","16,106,250","16,107,250","63,375",,,,,,"31,807,356",,"47,711,034",,"2,703,380,260",,"62,607","125,214","187,821","10,643,190"
,"16,168,250","16,168,750","16,169,750","16,170,750","63,500",,,,,,"31,932,570",,"47,898,855",,"2,714,023,450",,"62,730","125,460","188,190","10,664,100"
,"16,231,875","16,232,375","16,233,375","16,234,375","63,625",,,,,,"32,058,030",,"48,087,045",,"2,724,687,550",,"62,853","125,706","188,559","10,685,010"
,"16,295,625","16,296,125","16,297,125","16,298,125","63,750",,,,,,"32,183,736",,"48,275,604",,"2,735,372,560",,"62,976","125,952","188,928","10,705,920"
,"16,359,500","16,360,000","16,361,000","16,362,000","63,875",,,,,,"32,309,688",,"48,464,532",,"2,746,078,480",,"63,099","126,198","189,297","10,726,830"
,"16,423,500","16,424,000","16,425,000","16,426,000","64,000",,,,,,"32,435,886",,"48,653,829",,"2,756,805,310",,"63,222","126,444","189,666","10,747,740"
,"16,487,625","16,488,125","16,489,125","16,490,125","64,125",,,,,,"32,562,330",,"48,843,495",,"2,767,553,050",,"63,345","126,690","190,035","10,768,650"
,"16,551,875","16,552,375","16,553,375","16,554,375","64,250",,,,,,"32,689,020",,"49,033,530",,"2,778,321,700",,"63,468","126,936","190,404","10,789,560"
,"16,616,250","16,616,750","16,617,750","16,618,750","64,375",,,,,,"32,815,956",,"49,223,934",,"2,789,111,260",,"63,591","127,182","190,773","10,810,470"
,"16,680,750","16,681,250","16,682,250","16,683,250","64,500",,,,,,"32,943,138",,"49,414,707",,"2,799,921,730",,"63,714","127,428","191,142","10,831,380"
,"16,745,375","16,745,875","16,746,875","16,747,875","64,625",,,,,,"33,070,566",,"49,605,849",,"2,810,753,110",,"63,837","127,674","191,511","10,852,290"
,"16,810,125","16,810,625","16,811,625","16,812,625","64,750",,,,,,"33,198,240",,"49,797,360",,"2,821,605,400",,"63,960","127,920","191,880","10,873,200"
,"16,875,000","16,875,500","16,876,500","16,877,500","64,875",,,,,,"33,326,160",,"49,989,240",,"2,832,478,600",,"64,083","128,166","192,249","10,894,110"
,"16,940,000","16,940,500","16,941,500","16,942,500","65,000",,,,,,"33,454,326",,"50,181,489",,"2,843,372,710",,"64,206","128,412","192,618","10,915,020"
,"17,005,125","17,005,625","17,006,625","17,007,625","65,125",,,,,,"33,582,738",,"50,374,107",,"2,854,287,730",,"64,329","128,658","192,987","10,935,930"
,"17,070,375","17,070,875","17,071,875","17,072,875","65,250",,,,,,"33,711,396",,"50,567,094",,"2,865,223,660",,"64,452","128,904","193,356","10,956,840"
,"17,135,750","17,136,250","17,137,250","17,138,250","65,375",,,,,,"33,840,300",,"50,760,450",,"2,876,180,500",,"64,575","129,150","193,725","10,977,750"
,"17,201,250","17,201,750","17,202,750","17,203,750","65,500",,,,,,"33,969,450",,"50,954,175",,"2,887,158,250",,"64,698","129,396","194,094","10,998,660"
,"17,266,875","17,267,375","17,268,375","17,269,375","65,625",,,,,,"34,098,846",,"51,148,269",,"2,898,156,910",,"64,821","129,642","194,463","11,019,570"
,"17,332,625","17,333,125","17,334,125","17,335,125","65,750",,,,,,"34,228,488",,"51,342,732",,"2,909,176,480",,"64,944","129,888","194,832","11,040,480"
,"17,398,500","17,399,000","17,400,000","17,401,000","65,875",,,,,,"34,358,376",,"51,537,564",,"2,920,216,960",,"65,067","130,134","195,201","11,061,390"
,"17,464,500","17,465,000","17,466,000","17,467,000","66,000",,,,,,"34,488,510",,"51,732,765",,"2,931,278,350",,"65,190","130,380","195,570","11,082,300"
,"17,530,625","17,531,125","17,532,125","17,533,125","66,125",,,,,,"34,618,890",,"51,928,335",,"2,942,360,650",,"65,313","130,626","195,939","11,103,210"
,"17,596,875","17,597,375","17,598,375","17,599,375","66,250",,,,,,"34,749,516",,"52,124,274",,"2,953,463,860",,"65,436","130,872","196,308","11,124,120"
,"17,663,250","17,663,750","17,664,750","17,665,750","66,375",,,,,,"34,880,388",,"52,320,582",,"2,964,587,980",,"65,559","131,118","196,677","11,145,030"
,"17,729,750","17,730,250","17,731,250","17,732,250","66,500",,,,,,"35,011,506",,"52,517,259",,"2,975,733,010",,"65,682","131,364","197,046","11,165,940"
,"17,796,375","17,796,875","17,797,875","17,798,875","66,625",,,,,,"35,142,870",,"52,714,305",,"2,986,898,950",,"65,805","131,610","197,415","11,186,850"
,"17,863,125","17,863,625","17,864,625","17,865,625","66,750",,,,,,"35,274,480",,"52,911,720",,"2,998,085,800",,"65,928","131,856","197,784","11,207,760"
,"17,930,000","17,930,500","17,931,500","17,932,500","66,875",,,,,,"35,406,336",,"53,109,504",,"3,009,293,560",,"66,051","132,102","198,153","11,228,670"
,"17,997,000","17,997,500","17,998,500","17,999,500","67,000",,,,,,"35,538,438",,"53,307,657",,"3,020,522,230",,"66,174","132,348","198,522","11,249,580"
,"18,064,125","18,064,625","18,065,625","18,066,625","67,125",,,,,,"35,670,786",,"53,506,179",,"3,031,771,810",,"66,297","132,594","198,891","11,270,490"
,"18,131,375","18,131,875","18,132,875","18,133,875","67,250",,,,,,"35,803,380",,"53,705,070",,"3,043,042,300",,"66,420","132,840","199,260","11,291,400"
,"18,198,750","18,199,250","18,200,250","18,201,250","67,375",,,,,,"35,936,220",,"53,904,330",,"3,054,333,700",,"66,543","133,086","199,629","11,312,310"
,"18,266,250","18,266,750","18,267,750","18,268,750","67,500",,,,,,"36,069,306",,"54,103,959",,"3,065,646,010",,"66,666","133,332","199,998","11,333,220"
,"18,333,875","18,334,375","18,335,375","18,336,375","67,625",,,,,,"36,202,638",,"54,303,957",,"3,076,979,230",,"66,789","133,578","200,367","11,354,130"
,"18,401,625","18,402,125","18,403,125","18,404,125","67,750",,,,,,"36,336,216",,"54,504,324",,"3,088,333,360",,"66,912","133,824","200,736","11,375,040"
,"18,469,500","18,470,000","18,471,000","18,472,000","67,875",,,,,,"36,470,040",,"54,705,060",,"3,099,708,400",,"67,035","134,070","201,105","11,395,950"
,"18,537,500","18,538,000","18,539,000","18,540,000","68,000",,,,,,"36,604,110",,"54,906,165",,"3,111,104,350",,"67,158","134,316","201,474","11,416,860"
,"18,605,625","18,606,125","18,607,125","18,608,125","68,125",,,,,,"36,738,426",,"55,107,639",,"3,122,521,210",,"67,281","134,562","201,843","11,437,770"
,"18,673,875","18,674,375","18,675,375","18,676,375","68,250",,,,,,"36,872,988",,"55,309,482",,"3,133,958,980",,"67,404","134,808","202,212","11,458,680"
,"18,742,250","18,742,750","18,743,750","18,744,750","68,375",,,,,,"37,007,796",,"55,511,694",,"3,145,417,660",,"67,527","135,054","202,581","11,479,590"
,"18,810,750","18,811,250","18,812,250","18,813,250","68,500",,,,,,"37,142,850",,"55,714,275",,"3,156,897,250",,"67,650","135,300","202,950","11,500,500"
,"18,879,375","18,879,875","18,880,875","18,881,875","68,625",,,,,,"37,278,150",,"55,917,225",,"3,168,397,750",,"67,773","135,546","203,319","11,521,410"
,"18,948,125","18,948,625","18,949,625","18,950,625","68,750",,,,,,"37,413,696",,"56,120,544",,"3,179,919,160",,"67,896","135,792","203,688","11,542,320"
,"19,017,000","19,017,500","19,018,500","19,019,500","68,875",,,,,,"37,549,488",,"56,324,232",,"3,191,461,480",,"68,019","136,038","204,057","11,563,230"
,"19,086,000","19,086,500","19,087,500","19,088,500","69,000",,,,,,"37,685,526",,"56,528,289",,"3,203,024,710",,"68,142","136,284","204,426","11,584,140"
,"19,155,125","19,155,625","19,156,625","19,157,625","69,125",,,,,,"37,821,810",,"56,732,715",,"3,214,608,850",,"68,265","136,530","204,795","11,605,050"
,"19,224,375","19,224,875","19,225,875","19,226,875","69,250",,,,,,"37,958,340",,"56,937,510",,"3,226,213,900",,"68,388","136,776","205,164","11,625,960"
,"19,293,750","19,294,250","19,295,250","19,296,250","69,375",,,,,,"38,095,116",,"57,142,674",,"3,237,839,860",,"68,511","137,022","205,533","11,646,870"
,"19,363,250","19,363,750","19,364,750","19,365,750","69,500",,,,,,"38,232,138",,"57,348,207",,"3,249,486,730",,"68,634","137,268","205,902","11,667,780"
,"19,432,875","19,433,375","19,434,375","19,435,375","69,625",,,,,,"38,369,406",,"57,554,109",,"3,261,154,510",,"68,757","137,514","206,271","11,688,690"
,"19,502,625","19,503,125","19,504,125","19,505,125","69,750",,,,,,"38,506,920",,"57,760,380",,"3,272,843,200",,"68,880","137,760","206,640","11,709,600"
,"19,572,500","19,573,000","19,574,000","19,575,000","69,875",,,,,,"38,644,680",,"57,967,020",,"3,284,552,800",,"69,003","138,006","207,009","11,730,510"
,"19,642,500","19,643,000","19,644,000","19,645,000","70,000",,,,,,"38,782,686",,"58,174,029",,"3,296,283,310",,"69,126","138,252","207,378","11,751,420"
,"19,712,625","19,713,125","19,714,125","19,715,125","70,125",,,,,,"38,920,938",,"58,381,407",,"3,308,034,730",,"69,249","138,498","207,747","11,772,330"
,"19,782,875","19,783,375","19,784,375","19,785,375","70,250",,,,,,"39,059,436",,"58,589,154",,"3,319,807,060",,"69,372","138,744","208,116","11,793,240"
,"19,853,250","19,853,750","19,854,750","19,855,750","70,375",,,,,,"39,198,180",,"58,797,270",,"3,331,600,300",,"69,495","138,990","208,485","11,814,150"
,"19,923,750","19,924,250","19,925,250","19,926,250","70,500",,,,,,"39,337,170",,"59,005,755",,"3,343,414,450",,"69,618","139,236","208,854","11,835,060"
,"19,994,375","19,994,875","19,995,875","19,996,875","70,625",,,,,,"39,476,406",,"59,214,609",,"3,355,249,510",,"69,741","139,482","209,223","11,855,970"
,"20,065,125","20,065,625","20,066,625","20,067,625","70,750",,,,,,"39,615,888",,"59,423,832",,"3,367,105,480",,"69,864","139,728","209,592","11,876,880"
,"20,136,000","20,136,500","20,137,500","20,138,500","70,875",,,,,,"39,755,616",,"59,633,424",,"3,378,982,360",,"69,987","139,974","209,961","11,897,790"
,"20,207,000","20,207,500","20,208,500","20,209,500","71,000",,,,,,"39,895,590",,"59,843,385",,"3,390,880,150",,"70,110","140,220","210,330","11,918,700"
,"20,278,125","20,278,625","20,279,625","20,280,625","71,125",,,,,,"40,035,810",,"60,053,715",,"3,402,798,850",,"70,233","140,466","210,699","11,939,610"
,"20,349,375","20,349,875","20,350,875","20,351,875","71,250",,,,,,"40,176,276",,"60,264,414",,"3,414,738,460",,"70,356","140,712","211,068","11,960,520"
,"20,420,750","20,421,250","20,422,250","20,423,250","71,375",,,,,,"40,316,988",,"60,475,482",,"3,426,698,980",,"70,479","140,958","211,437","11,981,430"
,"20,492,250","20,492,750","20,493,750","20,494,750","71,500",,,,,,"40,457,946",,"60,686,919",,"3,438,680,410",,"70,602","141,204","211,806","12,002,340"
,"20,563,875","20,564,375","20,565,375","20,566,375","71,625",,,,,,"40,599,150",,"60,898,725",,"3,450,682,750",,"70,725","141,450","212,175","12,023,250"
,"20,635,625","20,636,125","20,637,125","20,638,125","71,750",,,,,,"40,740,600",,"61,110,900",,"3,462,706,000",,"70,848","141,696","212,544","12,044,160"
,"20,707,500","20,708,000","20,709,000","20,710,000","71,875",,,,,,"40,882,296",,"61,323,444",,"3,474,750,160",,"70,971","141,942","212,913","12,065,070"
,"20,779,500","20,780,000","20,781,000","20,782,000","72,000",,,,,,"41,024,238",,"61,536,357",,"3,486,815,230",,"71,094","142,188","213,282","12,085,980"
,"20,851,625","20,852,125","20,853,125","20,854,125","72,125",,,,,,"41,166,426",,"61,749,639",,"3,498,901,210",,"71,217","142,434","213,651","12,106,890"
,"20,923,875","20,924,375","20,925,375","20,926,375","72,250",,,,,,"41,308,860",,"61,963,290",,"3,511,008,100",,"71,340","142,680","214,020","12,127,800"
,"20,996,250","20,996,750","20,997,750","20,998,750","72,375",,,,,,"41,451,540",,"62,177,310",,"3,523,135,900",,"71,463","142,926","214,389","12,148,710"
,"21,068,750","21,069,250","21,070,250","21,071,250","72,500",,,,,,"41,594,466",,"62,391,699",,"3,535,284,610",,"71,586","143,172","214,758","12,169,620"
,"21,141,375","21,141,875","21,142,875","21,143,875","72,625",,,,,,"41,737,638",,"62,606,457",,"3,547,454,230",,"71,709","143,418","215,127","12,190,530"
,"21,214,125","21,214,625","21,215,625","21,216,625","72,750",,,,,,"41,881,056",,"62,821,584",,"3,559,644,760",,"71,832","143,664","215,496","12,211,440"
,"21,287,000","21,287,500","21,288,500","21,289,500","72,875",,,,,,"42,024,720",,"63,037,080",,"3,571,856,200",,"71,955","143,910","215,865","12,232,350"
,"21,360,000","21,360,500","21,361,500","21,362,500","73,000",,,,,,"42,168,630",,"63,252,945",,"3,584,088,550",,"72,078","144,156","216,234","12,253,260"
,"21,433,125","21,433,625","21,434,625","21,435,625","73,125",,,,,,"42,312,786",,"63,469,179",,"3,596,341,810",,"72,201","144,402","216,603","12,274,170"
,"21,506,375","21,506,875","21,507,875","21,508,875","73,250",,,,,,"42,457,188",,"63,685,782",,"3,608,615,980",,"72,324","144,648","216,972","12,295,080"
,"21,579,750","21,580,250","21,581,250","21,582,250","73,375",,,,,,"42,601,836",,"63,902,754",,"3,620,911,060",,"72,447","144,894","217,341","12,315,990"
,"21,653,250","21,653,750","21,654,750","21,655,750","73,500",,,,,,"42,746,730",,"64,120,095",,"3,633,227,050",,"72,570","145,140","217,710","12,336,900"
,"21,726,875","21,727,375","21,728,375","21,729,375","73,625",,,,,,"42,891,870",,"64,337,805",,"3,645,563,950",,"72,693","145,386","218,079","12,357,810"
,"21,800,625","21,801,125","21,802,125","21,803,125","73,750",,,,,,"43,037,256",,"64,555,884",,"3,657,921,760",,"72,816","145,632","218,448","12,378,720"
,"21,874,500","21,875,000","21,876,000","21,877,000","73,875",,,,,,"43,182,888",,"64,774,332",,"3,670,300,480",,"72,939","145,878","218,817","12,399,630"
,"21,948,500","21,949,000","21,950,000","21,951,000","74,000",,,,,,"43,328,766",,"64,993,149",,"3,682,700,110",,"73,062","146,124","219,186","12,420,540"
,"22,022,625","22,023,125","22,024,125","22,025,125","74,125",,,,,,"43,474,890",,"65,212,335",,"3,695,120,650",,"73,185","146,370","219,555","12,441,450"
,"22,096,875","22,097,375","22,098,375","22,099,375","74,250",,,,,,"43,621,260",,"65,431,890",,"3,707,562,100",,"73,308","146,616","219,924","12,462,360"
,"22,171,250","22,171,750","22,172,750","22,173,750","74,375",,,,,,"43,767,876",,"65,651,814",,"3,720,024,460",,"73,431","146,862","220,293","12,483,270"
,"22,245,750","22,246,250","22,247,250","22,248,250","74,500",,,,,,"43,914,738",,"65,872,107",,"3,732,507,730",,"73,554","147,108","220,662","12,504,180"
,"22,320,375","22,320,875","22,321,875","22,322,875","74,625",,,,,,"44,061,846",,"66,092,769",,"3,745,011,910",,"73,677","147,354","221,031","12,525,090"
,"22,395,125","22,395,625","22,396,625","22,397,625","74,750",,,,,,"44,209,200",,"66,313,800",,"3,757,537,000",,"73,800","147,600","221,400","12,546,000"
,"22,470,000","22,470,500","22,471,500","22,472,500","74,875",,,,,,"44,356,800",,"66,535,200",,"3,770,083,000",,"73,923","147,846","221,769","12,566,910"
,"22,545,000","22,545,500","22,546,500","22,547,500","75,000",,,,,,"44,504,646",,"66,756,969",,"3,782,649,910",,"74,046","148,092","222,138","12,587,820"
,"22,620,125","22,620,625","22,621,625","22,622,625","75,125",,,,,,"44,652,738",,"66,979,107",,"3,795,237,730",,"74,169","148,338","222,507","12,608,730"
,"22,695,375","22,695,875","22,696,875","22,697,875","75,250",,,,,,"44,801,076",,"67,201,614",,"3,807,846,460",,"74,292","148,584","222,876","12,629,640"
,"22,770,750","22,771,250","22,772,250","22,773,250","75,375",,,,,,"44,949,660",,"67,424,490",,"3,820,476,100",,"74,415","148,830","223,245","12,650,550"
,"22,846,250","22,846,750","22,847,750","22,848,750","75,500",,,,,,"45,098,490",,"67,647,735",,"3,833,126,650",,"74,538","149,076","223,614","12,671,460"
,"22,921,875","22,922,375","22,923,375","22,924,375","75,625",,,,,,"45,247,566",,"67,871,349",,"3,845,798,110",,"74,661","149,322","223,983","12,692,370"
,"22,997,625","22,998,125","22,999,125","23,000,125","75,750",,,,,,"45,396,888",,"68,095,332",,"3,858,490,480",,"74,784","149,568","224,352","12,713,280"
,"23,073,500","23,074,000","23,075,000","23,076,000","75,875",,,,,,"45,546,456",,"68,319,684",,"3,871,203,760",,"74,907","149,814","224,721","12,734,190"
,"23,149,500","23,150,000","23,151,000","23,152,000","76,000",,,,,,"45,696,270",,"68,544,405",,"3,883,937,950",,"75,030","150,060","225,090","12,755,100"
,"23,225,625","23,226,125","23,227,125","23,228,125","76,125",,,,,,"45,846,330",,"68,769,495",,"3,896,693,050",,"75,153","150,306","225,459","12,776,010"
,"23,301,875","23,302,375","23,303,375","23,304,375","76,250",,,,,,"45,996,636",,"68,994,954",,"3,909,469,060",,"75,276","150,552","225,828","12,796,920"
,"23,378,250","23,378,750","23,379,750","23,380,750","76,375",,,,,,"46,147,188",,"69,220,782",,"3,922,265,980",,"75,399","150,798","226,197","12,817,830"
,"23,454,750","23,455,250","23,456,250","23,457,250","76,500",,,,,,"46,297,986",,"69,446,979",,"3,935,083,810",,"75,522","151,044","226,566","12,838,740"
,"23,531,375","23,531,875","23,532,875","23,533,875","76,625",,,,,,"46,449,030",,"69,673,545",,"3,947,922,550",,"75,645","151,290","226,935","12,859,650"
,"23,608,125","23,608,625","23,609,625","23,610,625","76,750",,,,,,"46,600,320",,"69,900,480",,"3,960,782,200",,"75,768","151,536","227,304","12,880,560"
,"23,685,000","23,685,500","23,686,500","23,687,500","76,875",,,,,,"46,751,856",,"70,127,784",,"3,973,662,760",,"75,891","151,782","227,673","12,901,470"
,"23,762,000","23,762,500","23,763,500","23,764,500","77,000",,,,,,"46,903,638",,"70,355,457",,"3,986,564,230",,"76,014","152,028","228,042","12,922,380"
,"23,839,125","23,839,625","23,840,625","23,841,625","77,125",,,,,,"47,055,666",,"70,583,499",,"3,999,486,610",,"76,137","152,274","228,411","12,943,290"
,"23,916,375","23,916,875","23,917,875","23,918,875","77,250",,,,,,"47,207,940",,"70,811,910",,"4,012,429,900",,"76,260","152,520","228,780","12,964,200"
,"23,993,750","23,994,250","23,995,250","23,996,250","77,375",,,,,,"47,360,460",,"71,040,690",,"4,025,394,100",,"76,383","152,766","229,149","12,985,110"
,"24,071,250","24,071,750","24,072,750","24,073,750","77,500",,,,,,"47,513,226",,"71,269,839",,"4,038,379,210",,"76,506","153,012","229,518","13,006,020"
,"24,148,875","24,149,375","24,150,375","24,151,375","77,625",,,,,,"47,666,238",,"71,499,357",,"4,051,385,230",,"76,629","153,258","229,887","13,026,930"
,"24,226,625","24,227,125","24,228,125","24,229,125","77,750",,,,,,"47,819,496",,"71,729,244",,"4,064,412,160",,"76,752","153,504","230,256","13,047,840"
,"24,304,500","24,305,000","24,306,000","24,307,000","77,875",,,,,,"47,973,000",,"71,959,500",,"4,077,460,000",,"76,875","153,750","230,625","13,068,750"
,"24,382,500","24,383,000","24,384,000","24,385,000","78,000",,,,,,"48,126,750",,"72,190,125",,"4,090,528,750",,"76,998","153,996","230,994","13,089,660"
,"24,460,625","24,461,125","24,462,125","24,463,125","78,125",,,,,,"48,280,746",,"72,421,119",,"4,103,618,410",,"77,121","154,242","231,363","13,110,570"
,"24,538,875","24,539,375","24,540,375","24,541,375","78,250",,,,,,"48,434,988",,"72,652,482",,"4,116,728,980",,"77,244","154,488","231,732","13,131,480"
,"24,617,250","24,617,750","24,618,750","24,619,750","78,375",,,,,,"48,589,476",,"72,884,214",,"4,129,860,460",,"77,367","154,734","232,101","13,152,390"
,"24,695,750","24,696,250","24,697,250","24,698,250","78,500",,,,,,"48,744,210",,"73,116,315",,"4,143,012,850",,"77,490","154,980","232,470","13,173,300"
,"24,774,375","24,774,875","24,775,875","24,776,875","78,625",,,,,,"48,899,190",,"73,348,785",,"4,156,186,150",,"77,613","155,226","232,839","13,194,210"
,"24,853,125","24,853,625","24,854,625","24,855,625","78,750",,,,,,"49,054,416",,"73,581,624",,"4,169,380,360",,"77,736","155,472","233,208","13,215,120"
,"24,932,000","24,932,500","24,933,500","24,934,500","78,875",,,,,,"49,209,888",,"73,814,832",,"4,182,595,480",,"77,859","155,718","233,577","13,236,030"
,"25,011,000","25,011,500","25,012,500","25,013,500","79,000",,,,,,"49,365,606",,"74,048,409",,"4,195,831,510",,"77,982","155,964","233,946","13,256,940"
,"25,090,125","25,090,625","25,091,625","25,092,625","79,125",,,,,,"49,521,570",,"74,282,355",,"4,209,088,450",,"78,105","156,210","234,315","13,277,850"
,"25,169,375","25,169,875","25,170,875","25,171,875","79,250",,,,,,"49,677,780",,"74,516,670",,"4,222,366,300",,"78,228","156,456","234,684","13,298,760"
,"25,248,750","25,249,250","25,250,250","25,251,250","79,375",,,,,,"49,834,236",,"74,751,354",,"4,235,665,060",,"78,351","156,702","235,053","13,319,670"
,"25,328,250","25,328,750","25,329,750","25,330,750","79,500",,,,,,"49,990,938",,"74,986,407",,"4,248,984,730",,"78,474","156,948","235,422","13,340,580"
,"25,407,875","25,408,375","25,409,375","25,410,375","79,625",,,,,,"50,147,886",,"75,221,829",,"4,262,325,310",,"78,597","157,194","235,791","13,361,490"
,"25,487,625","25,488,125","25,489,125","25,490,125","79,750",,,,,,"50,305,080",,"75,457,620",,"4,275,686,800",,"78,720","157,440","236,160","13,382,400"
,"25,567,500","25,568,000","25,569,000","25,570,000","79,875",,,,,,"50,462,520",,"75,693,780",,"4,289,069,200",,"78,843","157,686","236,529","13,403,310"
,"25,647,500","25,648,000","25,649,000","25,650,000","80,000",,,,,,"50,620,206",,"75,930,309",,"4,302,472,510",,"78,966","157,932","236,898","13,424,220"
,"25,727,625","25,728,125","25,729,125","25,730,125","80,125",,,,,,"50,778,138",,"76,167,207",,"4,315,896,730",,"79,089","158,178","237,267","13,445,130"
,"25,807,875","25,808,375","25,809,375","25,810,375","80,250",,,,,,"50,936,316",,"76,404,474",,"4,329,341,860",,"79,212","158,424","237,636","13,466,040"
,"25,888,250","25,888,750","25,889,750","25,890,750","80,375",,,,,,"51,094,740",,"76,642,110",,"4,342,807,900",,"79,335","158,670","238,005","13,486,950"
,"25,968,750","25,969,250","25,970,250","25,971,250","80,500",,,,,,"51,253,410",,"76,880,115",,"4,356,294,850",,"79,458","158,916","238,374","13,507,860"
,"26,049,375","26,049,875","26,050,875","26,051,875","80,625",,,,,,"51,412,326",,"77,118,489",,"4,369,802,710",,"79,581","159,162","238,743","13,528,770"
,"26,130,125","26,130,625","26,131,625","26,132,625","80,750",,,,,,"51,571,488",,"77,357,232",,"4,383,331,480",,"79,704","159,408","239,112","13,549,680"
,"26,211,000","26,211,500","26,212,500","26,213,500","80,875",,,,,,"51,730,896",,"77,596,344",,"4,396,881,160",,"79,827","159,654","239,481","13,570,590"
,"26,292,000","26,292,500","26,293,500","26,294,500","81,000",,,,,,"51,890,550",,"77,835,825",,"4,410,451,750",,"79,950","159,900","239,850","13,591,500"
,"26,373,125","26,373,625","26,374,625","26,375,625","81,125",,,,,,,,"78,075,675",,"4,424,043,250",,"80,073","160,146","240,219","13,612,410"
,"26,454,375","26,454,875","26,455,875","26,456,875","81,250",,,,,,,,"78,315,894",,"4,437,655,660",,"80,196","160,392","240,588","13,633,320"
,"26,535,750","26,536,250","26,537,250","26,538,250","81,375",,,,,,,,"78,556,482",,"4,451,288,980",,"80,319","160,638","240,957","13,654,230"
,"26,617,250","26,617,750","26,618,750","26,619,750","81,500",,,,,,,,"78,797,439",,"4,464,943,210",,"80,442","160,884","241,326","13,675,140"
,"26,698,875","26,699,375","26,700,375","26,701,375","81,625",,,,,,,,"79,038,765",,"4,478,618,350",,"80,565","161,130","241,695","13,696,050"
,"26,780,625","26,781,125","26,782,125","26,783,125","81,750",,,,,,,,"79,280,460",,"4,492,314,400",,"80,688","161,376","242,064","13,716,960"
,"26,862,500","26,863,000","26,864,000","26,865,000","81,875",,,,,,,,"79,522,524",,"4,506,031,360",,"80,811","161,622","242,433","13,737,870"
,"26,944,500","26,945,000","26,946,000","26,947,000","82,000",,,,,,,,"79,764,957",,"4,519,769,230",,"80,934","161,868","242,802","13,758,780"
,"27,026,625","27,027,125","27,028,125","27,029,125","82,125",,,,,,,,"80,007,759",,"4,533,528,010",,"81,057","162,114","243,171","13,779,690"
,"27,108,875","27,109,375","27,110,375","27,111,375","82,250",,,,,,,,"80,250,930",,"4,547,307,700",,"81,180","162,360","243,540","13,800,600"
,"27,191,250","27,191,750","27,192,750","27,193,750","82,375",,,,,,,,"80,494,470",,"4,561,108,300",,"81,303","162,606","243,909","13,821,510"
,"27,273,750","27,274,250","27,275,250","27,276,250","82,500",,,,,,,,"80,738,379",,"4,574,929,810",,"81,426","162,852","244,278","13,842,420"
,"27,356,375","27,356,875","27,357,875","27,358,875","82,625",,,,,,,,"80,982,657",,"4,588,772,230",,"81,549","163,098","244,647","13,863,330"
,"27,439,125","27,439,625","27,440,625","27,441,625","82,750",,,,,,,,"81,227,304",,"4,602,635,560",,"81,672","163,344","245,016","13,884,240"
,"27,522,000","27,522,500","27,523,500","27,524,500","82,875",,,,,,,,"81,472,320",,"4,616,519,800",,"81,795","163,590","245,385","13,905,150"
,"27,605,000","27,605,500","27,606,500","27,607,500","83,000",,,,,,,,"81,717,705",,"4,630,424,950",,"81,918","163,836","245,754","13,926,060"
,"27,688,125","27,688,625","27,689,625","27,690,625","83,125",,,,,,,,"81,963,459",,"4,644,351,010",,"82,041","164,082","246,123","13,946,970"
,"27,771,375","27,771,875","27,772,875","27,773,875","83,250",,,,,,,,"82,209,582",,"4,658,297,980",,"82,164","164,328","246,492","13,967,880"
,"27,854,750","27,855,250","27,856,250","27,857,250","83,375",,,,,,,,"82,456,074",,"4,672,265,860",,"82,287","164,574","246,861","13,988,790"
,"27,938,250","27,938,750","27,939,750","27,940,750","83,500",,,,,,,,"82,702,935",,"4,686,254,650",,"82,410","164,820","247,230","14,009,700"
,"28,021,875","28,022,375","28,023,375","28,024,375","83,625",,,,,,,,"82,950,165",,"4,700,264,350",,"82,533","165,066","247,599","14,030,610"
,"28,105,625","28,106,125","28,107,125","28,108,125","83,750",,,,,,,,"83,197,764",,"4,714,294,960",,"82,656","165,312","247,968","14,051,520"
,"28,189,500","28,190,000","28,191,000","28,192,000","83,875",,,,,,,,"83,445,732",,"4,728,346,480",,"82,779","165,558","248,337","14,072,430"
,"28,273,500","28,274,000","28,275,000","28,276,000","84,000",,,,,,,,"83,694,069",,"4,742,418,910",,"82,902","165,804","248,706","14,093,340"
,"28,357,625","28,358,125","28,359,125","28,360,125","84,125",,,,,,,,"83,942,775",,"4,756,512,250",,"83,025","166,050","249,075","14,114,250"
,"28,441,875","28,442,375","28,443,375","28,444,375","84,250",,,,,,,,"84,191,850",,"4,770,626,500",,"83,148","166,296","249,444","14,135,160"
,"28,526,250","28,526,750","28,527,750","28,528,750","84,375",,,,,,,,"84,441,294",,"4,784,761,660",,"83,271","166,542","249,813","14,156,070"
